,video_id,start_frame,stop_frame,narration
46838,P23_102,72969,73026,take cloth
46839,P23_102,72990,73033,open tap
46840,P23_102,73022,73112,wash cloth
46841,P23_102,73117,73222,close tap
46842,P23_102,73219,73507,put cloth
46843,P23_102,11271,11361,open gas
46844,P23_102,73501,73537,take lighter
46845,P23_102,73712,73820,take vegetable
46846,P23_102,74059,74097,take plate
46847,P23_102,74102,74152,put plate
46848,P23_102,74200,74249,take cloth
46849,P23_102,74262,74301,put cloth
46850,P23_102,74310,74366,take knife
46851,P23_102,74349,74396,cut garlic
46852,P23_102,74399,74426,put knife
46853,P23_102,74542,74639,put waste in dustbin
46854,P23_102,11373,11478,switch on gas
46855,P23_102,75339,75381,put garlic
46856,P23_102,75374,76203,put garlic
46857,P23_102,76424,76478,put waste in dustbin
46858,P23_102,76469,76543,take knife
46859,P23_102,76548,76874,cut garlic
46860,P23_102,76934,77414,remove peel
46861,P23_102,77799,77844,put garlic
46862,P23_102,77877,78052,cut garlic
46863,P23_102,78012,88084,remove peel
46864,P23_102,88186,88284,put knife
46865,P23_102,11564,11602,take bowl
46866,P23_102,90149,90298,take garlic
46867,P23_102,90325,90430,take garlic
46868,P23_102,90538,90564,put garlic
46869,P23_102,90640,90669,take knife
46870,P23_102,90735,90775,take plate
46871,P23_102,90796,90817,put knife
46872,P23_102,90785,91001,collect waste
46873,P23_102,91006,91059,put waste in dustbin
46874,P23_102,91164,91543,collect waste
46875,P23_102,91657,91685,take waste
46876,P23_102,11598,11653,put bowl
46877,P23_102,91709,92021,put waste in dustbin
46878,P23_102,92059,92125,take cloth
46879,P23_102,92203,92278,put cloth
46880,P23_102,92298,92336,take knife
46881,P23_102,92358,92388,open tap
46882,P23_102,92393,92845,clean plate
46883,P23_102,92826,92903,put plate
46884,P23_102,93027,93243,put plate
46885,P23_102,93265,93287,wash hands
46886,P23_102,93292,93310,close tap
46887,P23_102,433,512,take rice
46888,P23_102,11974,12023,take bowls
46889,P23_102,93415,93466,put waste in dustbin
46890,P23_102,93661,93732,take plate
46891,P23_102,93709,93791,put plate
46892,P23_102,93778,93826,take knife
46893,P23_102,93821,94899,cut garlic
46894,P23_102,94916,94956,put knife
46895,P23_102,94941,95042,take plate
46896,P23_102,95114,95157,take cloth
46897,P23_102,95173,95216,take plate
46898,P23_102,95329,95457,adjust gas
46899,P23_102,12017,12067,put bowls
46900,P23_102,95459,95493,take rice
46901,P23_102,95530,95717,put plate
46902,P23_102,95793,95842,take rice
46903,P23_102,96049,96092,take glass
46904,P23_102,96094,96190,open tap
46905,P23_102,96199,96322,close tap
46906,P23_102,96388,96511,pour water
46907,P23_102,96459,96491,pour water
46908,P23_102,96634,96669,put glass
46909,P23_102,96783,96816,put plate
46910,P23_102,12072,12169,take bowl
46911,P23_102,96860,96957,take plate
46912,P23_102,96998,97044,put plate
46913,P23_102,97080,97143,take glass
46914,P23_102,97140,97177,open tap
46915,P23_102,97171,97308,take water
46916,P23_102,97341,97412,pour water
46917,P23_102,97445,97561,take water
46918,P23_102,97570,97664,pour water
46919,P23_102,97710,97757,close tap
46920,P23_102,97774,97806,put glass
46921,P23_102,12171,12238,put bowl
46922,P23_102,97856,97885,take spoon
46923,P23_102,97902,98278,mix curry
46924,P23_102,98333,98378,take glass
46925,P23_102,98363,98390,take glass
46926,P23_102,98395,98439,open tap
46927,P23_102,98444,98471,take water
46928,P23_102,98469,98545,close tap
46929,P23_102,98684,98743,pour water
46930,P23_102,98789,98832,put glass
46931,P23_102,98851,98876,close tap
46932,P23_102,12217,12236,take bowl
46933,P23_102,98904,99504,mix curry
46934,P23_102,99552,99666,take bottle
46935,P23_102,99656,99741,put cap
46936,P23_102,99736,99800,take spoon
46937,P23_102,99833,99884,put salt
46938,P23_102,99904,99952,take salt
46939,P23_102,99951,100034,put salt
46940,P23_102,100664,100715,put bottle
46941,P23_102,100710,100801,take cap
46942,P23_102,100790,100873,put cap
46943,P23_102,12245,12267,put bowl
46944,P23_102,100939,101132,adjust bowl
46945,P23_102,101137,101168,take spoon
46946,P23_102,101164,101778,mix curry
46947,P23_102,101847,101884,put spoon
46948,P23_102,101902,101947,take plate
46949,P23_102,101939,101978,put plate
46950,P23_102,102016,102089,put cloth
46951,P23_102,102093,102144,take knife
46952,P23_102,102140,110133,cut garlic
46953,P23_102,110068,110136,put knife
46954,P23_102,12272,12339,take bowl
46955,P23_102,110150,110196,open plate
46956,P23_102,110200,110237,close plate
46957,P23_102,110280,110328,switch off gas
46958,P23_102,110352,110417,take knife
46959,P23_102,110410,110611,cut garlic
46960,P23_102,110890,110922,take plate
46961,P23_102,110925,110957,take spoon
46962,P23_102,110983,111003,put spoon
46963,P23_102,111008,111041,take plate
46964,P23_102,111218,111253,put plate
46965,P23_102,12333,12365,put bowl
46966,P23_102,111265,111342,take plate
46967,P23_102,111379,111422,put plate
46968,P23_102,111427,111510,take knife
46969,P23_102,111495,111692,put garlic
46970,P23_102,111692,111771,put plate
46971,P23_102,111777,111879,put knife
46972,P23_102,111920,112053,take bag
46973,P23_102,111978,112055,take packet
46974,P23_102,112098,112455,open packet
46975,P23_102,112450,112765,take curry leaves
46976,P23_102,12359,12445,take bowl
46977,P23_102,112848,112876,take plate
46978,P23_102,112875,112909,put plate
46979,P23_102,113055,113171,put curry leaves
46980,P23_102,113176,113294,take curry leaves
46981,P23_102,113298,113354,put curry leaves
46982,P23_102,113352,113431,take curry leaves
46983,P23_102,113422,113457,put curry leaves
46984,P23_102,114515,114855,put bag
46985,P23_102,114933,115028,open tap
46986,P23_102,115107,115218,wash curry leaves
46987,P23_102,12450,12496,put bowl
46988,P23_102,115100,115238,put plate
46989,P23_102,115407,115551,put waste in dustbin
46990,P23_102,115881,116046,close tap
46991,P23_102,116014,116427,throw water
46992,P23_102,116430,116861,put plate
46993,P23_102,116974,117024,open door
46994,P23_102,117044,117073,take bottle
46995,P23_102,117147,117206,put bottle
46996,P23_102,117182,117377,move bottle
46997,P23_102,117381,117429,take packet
46998,P23_102,557,583,pour rice
46999,P23_102,12400,12470,take bowls
47000,P23_102,117562,117634,take red chilli
47001,P23_102,117640,117677,put red chilli
47002,P23_102,117723,117754,put red chilli
47003,P23_102,117858,117912,put packet
47004,P23_102,118057,118134,take bottle
47005,P23_102,118159,118238,put bottle
47006,P23_102,118268,118301,take bottle
47007,P23_102,118379,118430,put bottle
47008,P23_102,118434,118490,move bottles
47009,P23_102,118645,118714,close door
47010,P23_102,12458,12509,put bowls
47011,P23_102,118931,118986,take cloth
47012,P23_102,119016,119064,open plate
47013,P23_102,119058,119238,put plate
47014,P23_102,119243,119285,take spoon
47015,P23_102,119289,119582,mix curry
47016,P23_102,119592,119648,take bottle
47017,P23_102,119649,119725,open bottle
47018,P23_102,119735,119932,take turmeric powder
47019,P23_102,119904,120015,put turmeric powder
47020,P23_102,120256,120294,put spoon
47021,P23_102,12504,12616,put bowl
47022,P23_102,120032,120177,take turmeric powder
47023,P23_102,120180,120241,put turmeric powder
47024,P23_102,120388,120440,take spoon
47025,P23_102,120441,121752,mix curry
47026,P23_102,121747,121782,put spoon
47027,P23_102,121873,122056,adjust gas
47028,P23_102,122099,122159,take bowl
47029,P23_102,122171,122226,put bowl
47030,P23_102,122283,122448,take cloth
47031,P23_102,122451,122510,take bowl
47032,P23_102,12613,12732,take bowl
47033,P23_102,122518,122594,put bowl
47034,P23_102,122635,122683,put cloth
47035,P23_102,122700,123518,mix curry
47036,P23_102,124159,124230,take bowl
47037,P23_102,124394,124432,open tap
47038,P23_102,124435,124649,wash pan
47039,P23_102,124654,124675,close tap
47040,P23_102,124840,124895,put pan
47041,P23_102,124906,124943,take lighter
47042,P23_102,12704,12730,put bowl
47043,P23_102,125552,125597,take lighter
47044,P23_102,125594,125828,switch on gas
47045,P23_102,125833,125875,take pan
47046,P23_102,125867,125893,put pan
47047,P23_102,126745,126872,put lighter
47048,P23_102,127134,127175,take bottle
47049,P23_102,128196,128226,put bottle
47050,P23_102,128226,128411,take green chilli
47051,P23_102,128355,128430,put red chilli
47052,P23_102,128448,128530,take plate
47053,P23_102,12919,13105,take bag
47054,P23_102,128495,128525,take knife
47055,P23_102,128539,128565,put knife
47056,P23_102,128592,128617,take red chilli
47057,P23_102,128622,130793,put red chilli
47058,P23_102,132008,132304,put oil
47059,P23_102,132484,132548,put bottle
47060,P23_102,132695,132737,take cloth
47061,P23_102,132808,132864,open tap
47062,P23_102,132869,133052,wash cloth
47063,P23_102,133134,133171,put cloth
47064,P23_102,12988,13143,take bag
47065,P23_102,133171,133234,take cloth
47066,P23_102,133464,133498,put cloth
47067,P23_102,133497,133541,take plate
47068,P23_102,133545,133607,put plate
47069,P23_102,133609,133707,take waste
47070,P23_102,133707,133793,put waste in dustbin
47071,P23_102,134064,134128,take plate
47072,P23_102,134132,134314,wash plate
47073,P23_102,134282,134365,take cloth
47074,P23_102,134360,134437,wash cloth
47075,P23_102,13130,13461,open bag
47076,P23_102,134587,134967,clean counter
47077,P23_102,134967,135078,wash cloth
47078,P23_102,135138,135170,put plate
47079,P23_102,135282,135309,put cloth
47080,P23_102,135674,135709,take glass
47081,P23_102,136973,137009,put glass
47082,P23_102,137039,137104,take plate
47083,P23_102,137074,137200,wash plate
47084,P23_102,137215,137257,close door
47085,P23_102,137262,137351,take bottle
47086,P23_102,13557,13582,put bag
47087,P23_102,137298,137417,put bottle
47088,P23_102,137598,138782,put liquid
47089,P23_102,138760,138850,put bottle
47090,P23_102,139126,139183,take plate
47091,P23_102,139160,139776,clean plate
47092,P23_102,139728,140078,clean plate
47093,P23_102,140098,140392,put plate
47094,P23_102,140431,140552,close tap
47095,P23_102,140620,141741,search bowl
47096,P23_102,141732,141867,take bowl
47097,P23_102,13584,13680,take glass
47098,P23_102,142025,142059,put bowl
47099,P23_102,142076,142130,take plate
47100,P23_102,142182,142490,put garlic
47101,P23_102,142574,142657,put red chilli
47102,P23_102,142745,142790,open tap
47103,P23_102,142775,142897,wash plate
47104,P23_102,143251,143660,put plate
47105,P23_102,143919,144283,take spoon
47106,P23_102,144330,144542,mix curry
47107,P23_102,144559,144595,close tap
47108,P23_102,1857,1889,put glass
47109,P23_102,13805,13974,take lentils
47110,P23_102,144716,144790,put spoon
47111,P23_102,144886,144951,take bottle
47112,P23_102,144971,144991,put bottle
47113,P23_102,144987,145093,take bottle
47114,P23_102,145194,145251,put spices
47115,P23_102,145491,145530,put turmeric powder
47116,P23_102,145639,145681,put bottle
47117,P23_102,145750,145789,take spoon
47118,P23_102,145826,146799,mix curry
47119,P23_102,146838,146904,put spoon
47120,P23_102,13979,14050,pour lentils
47121,P23_102,146963,147019,open door
47122,P23_102,147068,147115,take packet
47123,P23_102,147119,147179,close door
47124,P23_102,147354,148205,open packet
47125,P23_102,148349,148440,put butter
47126,P23_102,148635,148662,throw paper
47127,P23_102,148837,148867,take bottle
47128,P23_102,148960,149056,take cumin seeds
47129,P23_102,149058,149110,put cumin seeds
47130,P23_102,149199,149258,take cumin seeds
47131,P23_102,14051,14236,take lentils
47132,P23_102,149196,149301,put cumin seeds
47133,P23_102,149416,149723,put bottle
47134,P23_102,149815,149853,take spoon
47135,P23_102,149884,150028,mix curry
47136,P23_102,150028,150166,mix curry
47137,P23_102,150276,150320,put spoon
47138,P23_102,150413,150553,put mustard seeds
47139,P23_102,150735,150932,take mustard seeds
47140,P23_102,150949,151026,put mustard seeds
47141,P23_102,151244,151283,open door
47142,P23_102,14234,14320,pour lentils
47143,P23_102,151343,151380,put bottle
47144,P23_102,151403,151472,take bottle
47145,P23_102,151551,151601,put bottle
47146,P23_102,151717,151758,take bottle
47147,P23_102,151763,151800,put bottle
47148,P23_102,151821,151887,close door
47149,P23_102,152121,152171,take plate
47150,P23_102,152174,152229,take spoon
47151,P23_102,152387,152467,throw water
47152,P23_102,152518,152658,put spoon
47153,P23_102,14331,14674,take lentils
47154,P23_102,152738,152777,take leaves
47155,P23_102,152831,152960,take curry leaves
47156,P23_102,152963,152999,put curry leaves
47157,P23_102,153163,153226,put plate
47158,P23_102,153231,153563,mix curry
47159,P23_102,153591,153649,take pan
47160,P23_102,153646,153721,adjust gas
47161,P23_102,153719,153751,put pan
47162,P23_102,153756,153792,take spoon
47163,P23_102,153788,153889,mix curry
47164,P23_102,14681,14782,pour lentils
47165,P23_102,155662,155749,put spoon
47166,P23_102,155753,155804,take lighter
47167,P23_102,155809,156027,switch on gas
47168,P23_102,156032,156141,put pan
47169,P23_102,156115,156512,move pan
47170,P23_102,157913,157963,open door
47171,P23_102,157968,158070,put bottle
47172,P23_102,158080,158146,take bottle
47173,P23_102,158140,158239,put bottle
47174,P23_102,158257,158377,close door
47175,P23_102,14801,14944,take lentils
47176,P23_102,158468,158577,take spoon
47177,P23_102,158555,158812,mix curry
47178,P23_102,158727,158839,take pan
47179,P23_102,158928,158985,put spoon
47180,P23_102,158975,159088,mix curry
47181,P23_102,159035,159341,put curry
47182,P23_102,159149,159301,mix curry
47183,P23_102,160336,160398,take pan
47184,P23_102,160390,160442,put pan
47185,P23_102,160440,160475,take spoon
47186,P23_102,15396,15438,put bag
47187,P23_102,160425,161096,mix curry
47188,P23_102,161056,161212,put spoon
47189,P23_102,161185,161297,put pan
47190,P23_102,161302,161342,take plate
47191,P23_102,161344,161375,put plate
47192,P23_102,161417,161521,take plate
47193,P23_102,161526,161691,take plate
47194,P23_102,161696,161877,put plate
47195,P23_102,161714,161860,put plate
47196,P23_102,161843,162109,take spoon
47197,P23_102,15420,15853,close bag
47198,P23_102,162085,162133,put plate
47199,P23_102,162167,162214,put spoon
47200,P23_102,162466,162502,take cloth
47201,P23_102,162513,163229,clean counter
47202,P23_102,163439,163486,open tap
47203,P23_102,163515,163557,take spoon
47204,P23_102,163541,163665,clean spoon
47205,P23_102,163658,163708,take brush
47206,P23_102,163744,164150,clean spoon
47207,P23_102,164179,164214,take spoon
47208,P23_102,15857,15969,take bowl
47209,P23_102,164201,164516,clean spoon
47210,P23_102,164520,164778,wash spoon
47211,P23_102,164774,164805,put spoon
47212,P23_102,164811,164873,take spoon
47213,P23_102,164968,165008,put spoon
47214,P23_102,165004,165038,take plate
47215,P23_102,165043,165100,take brush
47216,P23_102,165095,165444,wash plate
47217,P23_102,165435,165826,clean plate
47218,P23_102,165830,165974,put plate
47219,P23_102,1969,2029,open tap
47220,P23_102,15960,16032,put bowl
47221,P23_102,166011,166058,take brush
47222,P23_102,166052,166074,take pan
47223,P23_102,166072,167674,wash pan
47224,P23_102,167674,168027,put pan
47225,P23_102,168040,168103,take pan
47226,P23_102,168112,168165,take brush
47227,P23_102,168170,169979,wash pan
47228,P23_102,169984,170097,put pan
47229,P23_102,170102,170141,take brush
47230,P23_102,170139,170219,take spoon
47231,P23_102,16060,16075,open tap
47232,P23_102,170142,170701,wash spoon
47233,P23_102,170706,170730,put spoon
47234,P23_102,170762,170781,close tap
47235,P23_102,171159,171217,take cloth
47236,P23_102,171249,172153,clean counter
47237,P23_102,172161,172204,open tap
47238,P23_102,172192,172323,wash cloth
47239,P23_102,172789,173159,clean basin
47240,P23_102,173166,173202,take plate
47241,P23_102,173249,173308,put plate
47242,P23_102,16521,16550,close tap
47243,P23_102,173200,174451,clean basin
47244,P23_102,174445,174602,open tap
47245,P23_102,176874,176921,close tap
47246,P23_102,177021,177268,put cloth
47247,P23_102,177273,177380,put cloth
47248,P23_102,177550,177662,take plate
47249,P23_102,177642,177748,put plate
47250,P23_102,177745,177874,take pan
47251,P23_102,177833,177998,put pan
47252,P23_102,178165,178282,adjust gas
47253,P23_102,16618,16639,pour water
47254,P23_102,16773,16804,open tap
47255,P23_102,16799,16822,close tap
47256,P23_102,16845,16920,put glass
47257,P23_102,16937,17197,wash lentils
47258,P23_102,17205,17230,close tap
47259,P23_102,17245,17792,clean lentils
47260,P23_102,2034,2648,clean rice
47261,P23_102,18205,18271,take plate
47262,P23_102,18345,18379,put plate
47263,P23_102,18406,18447,take plate
47264,P23_102,18513,18670,put plate
47265,P23_102,18751,18904,clean lentils
47266,P23_102,18902,19398,adjust gas
47267,P23_102,19403,19967,clean lentils
47268,P23_102,20018,20594,throw water
47269,P23_102,20693,21176,open tap
47270,P23_102,21158,21182,close tap
47271,P23_102,3832,3868,close tap
47272,P23_102,21187,21550,clean lentils
47273,P23_102,21562,22787,throw water
47274,P23_102,22880,22923,open tap
47275,P23_102,23129,23185,take glass
47276,P23_102,23320,23382,take water
47277,P23_102,23405,23449,put water
47278,P23_102,23482,23527,take water
47279,P23_102,23561,23597,pour water
47280,P23_102,23740,23762,close tap
47281,P23_102,23799,23883,put glass
47282,P23_102,3898,4258,throw water
47283,P23_102,23892,23966,take bowl
47284,P23_102,23971,24015,throw water
47285,P23_102,24020,24230,put bowl
47286,P23_102,24248,24425,take pad
47287,P23_102,24533,24719,take onion
47288,P23_102,24820,24867,put pad
47289,P23_102,24905,25280,take mobile
47290,P23_102,25284,25510,take knife
47291,P23_102,25512,26226,cut onion
47292,P23_102,26217,26798,remove peel
24757,P06_101,110,197,open fridge
24758,P06_101,198,285,pull drawer
24759,P06_101,1253,1301,pick up sweet potato
24760,P06_101,18089,18329,chop garlic
24761,P06_101,18381,18615,chop garlic
24762,P06_101,18641,18716,peel garlic
24763,P06_101,18776,18968,scrape chopping board
24764,P06_101,19099,19215,open door
24765,P06_101,19209,19388,open freezer
24766,P06_101,19386,19452,open drawer
24767,P06_101,19446,19787,pick up chilli
24768,P06_101,19789,19976,pick up bag
24769,P06_101,19978,20000,close drawer
24770,P06_101,1368,1425,close drawer
24771,P06_101,20025,20078,close fridge
24772,P06_101,20176,20199,put down bag
24773,P06_101,20211,20265,put down chillies
24774,P06_101,20258,20291,pick up knife
24775,P06_101,20323,21665,chop chilli
24776,P06_101,21765,21815,wipe knife
24777,P06_101,21838,21868,pick up chilli
24778,P06_101,21913,22484,chop chilli
24779,P06_101,22574,22597,put down knife
24780,P06_101,22613,22661,adjust hob
24781,P06_101,1696,1765,pick up garlic
24782,P06_101,22691,22853,stir pan
24783,P06_101,22890,22921,pick up knife
24784,P06_101,22907,23446,chop chillies and garlic
24785,P06_101,23558,23589,put down knife
24786,P06_101,23585,23628,pick up chilli
24787,P06_101,23619,23710,put chilli in bin
24788,P06_101,23717,23783,pick up knife
24789,P06_101,23780,24392,chop chillies and garlic
24790,P06_101,24419,24479,pick up rubbish
24791,P06_101,24484,24565,put rubbish in bin
24792,P06_101,1799,1867,close fridge
24793,P06_101,24570,24614,pick up knife
24794,P06_101,24686,26165,chop chillies and garlic
24795,P06_101,26178,26235,pick up chopping board
24796,P06_101,26242,26648,scrape ingredients into pan
24797,P06_101,26342,26719,put down chopping board and knife
24798,P06_101,26728,26960,stir pan
24799,P06_101,26957,27035,adjust hob
24800,P06_101,27020,27183,put down spoon
24801,P06_101,28013,28080,pick up pepper and knife
24802,P06_101,28102,29197,chop pepper
24803,P06_101,1990,2025,put down vegetables
24804,P06_101,29191,29262,pick up pepper
24805,P06_101,29232,29281,put down pepper
24806,P06_101,29323,29846,chop pepper
24807,P06_101,31683,32094,stir pan
24808,P06_101,32117,32202,pick up knife
24809,P06_101,32175,32256,pick up chopping board
24810,P06_101,32255,32452,scrape pepper into pan
24811,P06_101,32451,32516,put down chopping board
24812,P06_101,32505,32538,pick up pepper
24813,P06_101,32543,33202,chop pepper
24814,P06_101,2096,2130,pick up chopping board
24815,P06_101,33222,33653,stir pan
24816,P06_101,33688,33744,pick up knife
24817,P06_101,33695,34260,chop pepper
24818,P06_101,33859,33911,pick up pepper
24819,P06_101,33916,33953,put pepper into pan
24820,P06_101,34003,36374,chop pepper
24821,P06_101,36391,36467,pick up chopping board
24822,P06_101,36472,36704,scrape pepper into pan
24823,P06_101,36740,36778,put down chopping board and knife
24824,P06_101,36781,37207,stir pan
24825,P06_101,2247,2286,put down chopping board
24826,P06_101,37210,37242,pick up salt
24827,P06_101,37254,37369,pour salt into hand
24828,P06_101,37374,37430,put salt in pan
24829,P06_101,37389,37471,put down salt
24830,P06_101,37442,37565,scrape pans
24831,P06_101,37565,37615,open cupboard
24832,P06_101,37630,37666,pick up pepper
24833,P06_101,37722,37750,take lid off pepper
24834,P06_101,37818,37935,pour pepper into pan
24835,P06_101,37984,38001,pick up lid
24836,P06_101,2306,2353,open drawer
24837,P06_101,38008,38097,put lid on pepper
24838,P06_101,38167,38200,put pepper in cupboard
24839,P06_101,38205,38246,close cupboard
24840,P06_101,38250,39137,stir pan
24841,P06_101,39308,39393,open cupboard
24842,P06_101,39387,39497,pick up chopped tomatoes
24843,P06_101,39502,39661,pick up chopped tomatoes
24844,P06_101,39612,39816,close cupboard
24845,P06_101,40005,40051,open cupboard
24846,P06_101,40040,40179,pick up colander
24847,P06_101,2374,2454,pick up knife
24848,P06_101,40282,40370,shake can
24849,P06_101,40372,40736,open can
24850,P06_101,40756,41073,pour tomatoes into pan
24851,P06_101,41165,41828,stir pan
24852,P06_101,41833,41902,pick up can
24853,P06_101,41895,41941,shake can
24854,P06_101,41930,42177,open can
24855,P06_101,42218,42537,pour chopped tomatoes into pan
24856,P06_101,42523,42578,put down can
24857,P06_101,42583,42940,stir pan
24858,P06_101,2482,2554,check knife
24859,P06_101,42945,43091,pick up can
24860,P06_101,43164,43246,open drawer
24861,P06_101,43366,43504,move foil
24862,P06_101,43495,43554,close drawer
